Name|PluginDelay|PowerLimit|ElectricityPrice|CO2Intesity|CAPEX|min_Lat|max_Lat|min_Lon|max_Lon
Chargepoint A|120|75|0.08|10|50000|53.539|53.541|9.878|9.882
