Name|minQuantity|maxQuantity|Power|Setpoint|Eff25|Eff50|Eff75|Eff85|Eff100|Price|FuelPrice|FuelEmissions|CO2Backpack|Weight|Length|Width|Height
Scandiesel MeOH|0|2|415|0.85|43|43|43|43|43|50000|0.08|0|321|132|NaN|NaN|NaN

