time,load,charge
190,146,0
190,148,0
190,147,0
190,146,0
190,147,0
190,146,0
190,148,0
190,147,0
190,148,0
190,149,0
190,151,0
190,150,0
190,149,0
190,151,0
190,148,0
190,148,0
190,147,0
190,150,0
190,149,0
190,148,0
190,82,0
190,81,0
190,80,0
190,80,0
190,81,0
190,82,0
190,82,0
190,82,0
190,80,0
190,78,0
190,78,0
190,78,0
190,78,0
190,78,0
190,78,0
190,78,0
190,78,0
190,153,0
190,152,0
190,153,0
190,154,0
190,153,0
190,153,0
190,153,0
190,153,0
190,151,0
190,152,0
190,152,0
190,154,0
190,83,0
190,83,0
190,82,0
190,82,0
190,82,0
190,82,0
190,82,0
190,81,0
190,82,0
190,81,0
190,80,0
190,80,0
190,80,0
190,80,0
190,79,0
190,80,0
190,82,0
190,83,0
190,82,0
190,152,0
190,152,0
190,152,0
190,154,0
190,151,0
190,153,0
190,152,0
190,151,0
190,150,0
190,150,0
190,151,0
190,150,0
190,83,0
190,83,0
190,84,0
190,83,0
190,84,0
190,85,0
190,84,0
190,83,0
190,82,0
190,82,0
190,83,0
190,84,0
190,84,0
190,82,0
190,82,0
190,81,0
190,83,0
190,83,0
190,84,0
190,0,0
190,0,0
190,0,0
190,0,0
190,0,0
190,0,0
190,0,0
190,0,0
190,0,0
190,0,0
190,0,0
190,0,0
190,0,0
190,0,0
190,0,0
190,0,0
190,0,0
190,0,0
190,0,0
190,0,0
190,0,0
190,0,0
190,82,0
190,82,0
190,83,0
190,83,0
190,82,0
190,80,0
190,80,0
190,80,0
190,80,0
190,78,0
190,79,0
190,79,0
190,78,0
190,78,0
190,79,0
190,79,0
190,82,0
190,82,0
190,81,0
190,83,0
190,83,0
190,82,0
190,81,0
190,81,0
190,83,0
190,84,0
190,85,0
190,85,0
190,83,0
190,85,0
190,85,0
190,84,0
190,82,0
190,82,0
190,83,0
190,83,0
190,82,0
190,83,0
190,84,0
190,84,0
190,84,0
190,83,0
190,83,0
190,82,0
190,81,0
190,82,0
190,82,0
190,83,0
190,83,0
190,85,0
190,83,0
190,84,0
190,84,0
190,84,0
190,83,0
190,83,0
190,83,0
190,83,0
190,82,0
190,81,0
190,82,0
190,82,0
190,82,0
190,81,0
190,83,0
190,84,0
190,86,0
190,86,0
190,85,0
190,84,0
190,84,0
190,86,0
190,87,0
190,86,0
190,87,0
190,86,0
190,85,0
190,86,0
190,85,0
190,84,0
190,85,0
190,87,0
190,85,0
190,85,0
190,85,0
190,153,0
190,154,0
190,153,0
190,153,0
190,154,0
190,153,0
190,153,0
190,152,0
190,153,0
190,152,0
190,154,0
190,154,0
190,253,0
190,254,0
190,253,0
190,250,0
190,251,0
190,253,0
190,252,0
190,249,0
190,248,0
190,249,0
190,248,0
190,250,0
190,250,0
190,250,0
190,249,0
190,251,0
190,249,0
190,249,0
190,253,0
190,254,0
190,253,0
190,153,0
190,151,0
190,151,0
190,153,0
190,153,0
190,152,0
190,152,0
190,151,0
190,151,0
190,153,0
190,154,0
190,153,0
190,152,0
190,152,0
190,152,0
190,153,0
190,151,0
190,150,0
190,151,0
190,152,0
190,153,0
190,153,0
190,152,0
190,153,0
190,152,0
190,151,0
190,150,0
190,150,0
190,152,0
190,151,0
190,152,0
190,152,0
190,154,0
190,153,0
190,153,0
190,152,0
190,152,0
190,152,0
190,152,0
190,151,0
190,150,0
190,150,0
190,152,0
190,152,0
190,151,0
190,151,0
190,149,0
190,151,0
190,151,0
190,152,0
190,151,0
190,153,0
190,151,0
190,151,0
190,152,0
190,153,0
190,154,0
190,156,0
190,156,0
190,155,0
190,155,0
190,156,0
190,85,0
190,85,0
190,85,0
190,87,0
190,86,0
190,88,0
190,87,0
190,88,0
190,88,0
190,88,0
190,87,0
190,86,0
190,86,0
190,85,0
190,87,0
190,88,0
190,87,0
190,87,0
190,155,0
190,156,0
190,157,0
190,158,0
190,156,0
190,154,0
190,154,0
190,155,0
190,155,0
190,155,0
190,153,0
190,152,0
190,82,0
190,83,0
190,84,0
190,85,0
190,82,0
190,81,0
190,80,0
190,79,0
190,77,0
190,78,0
190,79,0
190,79,0
190,78,0
190,78,0
190,79,0
190,78,0
190,77,0
190,0,0
190,0,0
190,1,0
190,1,0
190,1,0
190,1,0
190,1,0
190,1,0
190,1,0
190,1,0
190,2,0
190,1,0
190,1,0
190,1,0
190,1,0
190,1,0
190,1,0
190,1,0
190,1,0
190,1,0
190,1,0
190,1,0
190,83,0
190,82,0
190,80,0
190,82,0
190,82,0
190,82,0
190,79,0
190,80,0
190,79,0
190,79,0
190,80,0
190,80,0
190,78,0
190,78,0
190,82,0
190,83,0
190,84,0
190,84,0
190,84,0
190,85,0
190,153,0
190,154,0
190,152,0
190,153,0
190,153,0
190,153,0
190,149,0
190,149,0
190,150,0
190,152,0
190,153,0
190,154,0
190,83,0
190,81,0
190,81,0
190,82,0
190,82,0
190,81,0
190,81,0
190,81,0
190,83,0
190,83,0
190,83,0
190,85,0
190,85,0
190,86,0
190,87,0
190,87,0
190,86,0
190,86,0
190,87,0
190,86,0
190,86,0
190,87,0
190,155,0
190,156,0
190,156,0
190,156,0
190,153,0
190,152,0
190,153,0
190,154,0
190,155,0
190,156,0
190,156,0
190,158,0
190,253,0
190,254,0
190,251,0
190,253,0
190,256,0
190,257,0
190,257,0
190,254,0
190,256,0
190,256,0
190,257,0
190,260,0
190,262,0
190,258,0
190,254,0
190,254,0
190,252,0
190,254,0
190,252,0
190,253,0
190,254,0
190,253,0
190,254,0
190,255,0
190,255,0
190,254,0
190,255,0
190,255,0
190,256,0
190,256,0
190,256,0
190,257,0
190,260,0
190,257,0
190,253,0
190,253,0
190,254,0
190,252,0
190,251,0
190,250,0
190,248,0
190,247,0
190,249,0
190,249,0
190,249,0
190,250,0
190,250,0
190,250,0
190,253,0
190,254,0
190,251,0
190,251,0
190,253,0
190,253,0
190,255,0
190,255,0
190,251,0
190,251,0
190,252,0
190,254,0
190,254,0
190,254,0
190,252,0
190,252,0
190,256,0
190,257,0
190,253,0
190,251,0
190,250,0
190,249,0
190,250,0
190,251,0
190,251,0
190,252,0
190,250,0
190,252,0
190,251,0
190,252,0
190,249,0
190,250,0
190,249,0
190,250,0
190,253,0
190,253,0
190,253,0
190,250,0
190,250,0
190,248,0
190,251,0
190,251,0
190,251,0
190,151,0
190,153,0
190,152,0
190,153,0
190,152,0
190,150,0
190,150,0
190,150,0
190,150,0
190,150,0
190,150,0
190,149,0
190,252,0
190,250,0
190,250,0
190,250,0
190,248,0
190,247,0
190,247,0
190,247,0
190,248,0
190,247,0
190,248,0
190,250,0
190,252,0
190,249,0
190,249,0
190,250,0
190,249,0
190,246,0
190,246,0
190,248,0
190,250,0
190,251,0
190,249,0
190,250,0
190,252,0
190,252,0
190,254,0
190,253,0
190,252,0
190,249,0
190,251,0
190,251,0
190,250,0
190,251,0
190,252,0
190,252,0
190,250,0
190,252,0
190,255,0
190,257,0
190,257,0
190,257,0
190,259,0
190,257,0
190,260,0
190,260,0
190,258,0
190,259,0
190,258,0
190,257,0
190,256,0
190,256,0
190,256,0
190,255,0
190,257,0
190,262,0
190,263,0
190,262,0
190,258,0
190,256,0
190,254,0
190,254,0
190,256,0
190,255,0
190,257,0
190,257,0
190,257,0
190,254,0
190,253,0
190,251,0
190,249,0
190,247,0
190,250,0
190,249,0
190,249,0
190,248,0
190,248,0
190,246,0
190,244,0
190,243,0
190,243,0
190,245,0
190,246,0
190,243,0
190,245,0
190,244,0
190,245,0
190,244,0
190,243,0
190,243,0
190,245,0
190,245,0
190,247,0
190,247,0
190,245,0
190,152,0
190,151,0
190,151,0
190,151,0
190,152,0
190,152,0
190,152,0
190,152,0
190,151,0
190,151,0
190,151,0
190,152,0
190,81,0
190,81,0
190,81,0
190,81,0
190,81,0
190,82,0
190,81,0
190,82,0
190,82,0
190,83,0
190,82,0
190,80,0
190,79,0
190,81,0
190,80,0
190,80,0
190,80,0
190,80,0
190,77,0
190,77,0
190,75,0
190,75,0
190,75,0
190,74,0
190,76,0
190,79,0
190,79,0
190,81,0
190,79,0
190,78,0
190,77,0
190,77,0
190,78,0
190,78,0
190,80,0
190,81,0
190,80,0
190,80,0
190,79,0
190,80,0
190,81,0
190,80,0
190,80,0
190,82,0
190,82,0
190,81,0
190,80,0
190,79,0
190,80,0
190,79,0
190,79,0
190,80,0
190,81,0
190,80,0
190,81,0
190,81,0
190,81,0
190,81,0
190,81,0
190,80,0
190,79,0
190,79,0
190,80,0
190,81,0
190,81,0
190,82,0
190,81,0
190,81,0
190,80,0
190,80,0
190,80,0
190,82,0
190,83,0
190,83,0
190,83,0
190,83,0
190,83,0
190,84,0
190,84,0
190,152,0
190,151,0
190,150,0
190,152,0
190,154,0
190,154,0
190,153,0
190,152,0
190,151,0
190,153,0
190,152,0
190,151,0
190,82,0
190,82,0
190,83,0
190,84,0
190,84,0
190,84,0
190,83,0
190,81,0
190,79,0
190,80,0
190,81,0
190,82,0
190,81,0
190,79,0
190,80,0
190,81,0
190,82,0
190,81,0
190,82,0
190,83,0
190,151,0
190,151,0
190,149,0
190,151,0
190,151,0
190,150,0
190,151,0
190,151,0
190,151,0
190,150,0
190,151,0
190,151,0
190,150,0
190,150,0
190,150,0
190,151,0
190,150,0
190,152,0
190,151,0
190,150,0
190,150,0
190,151,0
190,150,0
190,150,0
190,150,0
190,150,0
190,151,0
190,151,0
190,150,0
190,150,0
190,150,0
190,149,0
190,147,0
190,149,0
190,149,0
190,147,0
190,148,0
190,148,0
190,148,0
190,148,0
190,147,0
190,147,0
190,148,0
190,149,0
190,151,0
190,150,0
190,149,0
190,149,0
190,149,0
190,150,0
190,150,0
190,150,0
190,149,0
190,151,0
190,150,0
190,149,0
190,151,0
190,152,0
190,152,0
190,151,0
190,153,0
190,153,0
190,152,0
190,153,0
190,154,0
190,153,0
190,154,0
190,157,0
190,158,0
190,157,0
190,158,0
190,158,0
190,156,0
190,156,0
190,157,0
190,156,0
190,158,0
190,158,0
190,158,0
190,158,0
190,158,0
190,157,0
190,156,0
190,156,0
190,154,0
190,154,0
190,154,0
190,153,0
190,154,0
190,155,0
190,157,0
190,155,0
190,156,0
190,156,0
190,157,0
190,155,0
190,153,0
190,154,0
190,155,0
190,153,0
190,152,0
190,154,0
190,153,0
190,156,0
190,154,0
190,152,0
190,153,0
190,154,0
190,154,0
190,154,0
190,153,0
190,155,0
190,156,0
190,156,0
190,156,0
190,158,0
190,159,0
190,158,0
190,158,0
190,159,0
190,159,0
190,159,0
190,160,0
190,160,0
190,160,0
190,161,0
190,162,0
190,162,0
190,161,0
190,161,0
