time,load,engPwr,batPwr,landPwr,powerDeficit,charge
100,1,415,-414,0.0,0.0,0.20575000000000002
100,1,415,-414,0.0,0.0,0.21150000000000002
100,1,415,-414,0.0,0.0,0.21725000000000003
100,1,415,-414,0.0,0.0,0.22300000000000003
100,1,415,-414,0.0,0.0,0.22875000000000004
100,1,415,-414,0.0,0.0,0.23450000000000004
100,1,415,-414,0.0,0.0,0.24025000000000005
100,1,415,-414,0.0,0.0,0.24600000000000005
100,1,415,-414,0.0,0.0,0.25175000000000003
100,1,415,-414,0.0,0.0,0.2575
100,1,415,-414,0.0,0.0,0.26325
100,1,415,-414,0.0,0.0,0.26899999999999996
100,1,415,-414,0.0,0.0,0.27474999999999994
100,1,415,-414,0.0,0.0,0.2804999999999999
100,1,415,-414,0.0,0.0,0.2862499999999999
100,1,415,-414,0.0,0.0,0.29199999999999987
100,1,415,-414,0.0,0.0,0.29774999999999985
100,1,415,-414,0.0,0.0,0.3034999999999998
100,1,415,-414,0.0,0.0,0.3092499999999998
100,1,415,-414,0.0,0.0,0.3149999999999998
100,1,415,-414,0.0,0.0,0.32074999999999976
100,1,415,-414,0.0,0.0,0.32649999999999973
100,1,415,-414,0.0,0.0,0.3322499999999997
100,1,415,-414,0.0,0.0,0.3379999999999997
100,1,415,-414,0.0,0.0,0.34374999999999967
100,1,415,-414,0.0,0.0,0.34949999999999964
100,1,415,-414,0.0,0.0,0.3552499999999996
100,1,415,-414,0.0,0.0,0.3609999999999996
100,1,415,-414,0.0,0.0,0.3667499999999996
100,1,415,-414,0.0,0.0,0.37249999999999955
100,1,415,-414,0.0,0.0,0.37824999999999953
100,1,415,-414,0.0,0.0,0.3839999999999995
100,1,415,-414,0.0,0.0,0.3897499999999995
100,1,415,-414,0.0,0.0,0.39549999999999946
100,1,415,-414,0.0,0.0,0.40124999999999944
100,1,415,-414,0.0,0.0,0.4069999999999994
100,1,415,-414,0.0,0.0,0.4127499999999994
100,1,415,-414,0.0,0.0,0.4184999999999994
100,1,415,-414,0.0,0.0,0.42424999999999935
