time,load,engPwr,batPwr,landPwr,powerDeficit,charge
130,1,415,-414,0.0,0.0,0.20575000000000002
130,1,415,-414,0.0,0.0,0.21150000000000002
130,1,415,-414,0.0,0.0,0.21725000000000003
130,1,415,-414,0.0,0.0,0.22300000000000003
130,1,415,-414,0.0,0.0,0.22875000000000004
130,1,415,-414,0.0,0.0,0.23450000000000004
130,1,415,-414,0.0,0.0,0.24025000000000005
130,1,415,-414,0.0,0.0,0.24600000000000005
130,1,415,-414,0.0,0.0,0.25175000000000003
130,1,415,-414,0.0,0.0,0.2575
130,1,415,-414,0.0,0.0,0.26325
130,1,415,-414,0.0,0.0,0.26899999999999996
130,1,415,-414,0.0,0.0,0.27474999999999994
130,1,415,-414,0.0,0.0,0.2804999999999999
130,1,415,-414,0.0,0.0,0.2862499999999999
130,1,415,-414,0.0,0.0,0.29199999999999987
130,1,415,-414,0.0,0.0,0.29774999999999985
130,1,415,-414,0.0,0.0,0.3034999999999998
130,2,415,-413,0.0,0.0,0.30923611111111093
130,2,415,-413,0.0,0.0,0.31497222222222204
130,2,415,-413,0.0,0.0,0.32070833333333315
130,2,415,-413,0.0,0.0,0.32644444444444426
130,1,415,-414,0.0,0.0,0.33219444444444424
130,1,415,-414,0.0,0.0,0.3379444444444442
130,1,415,-414,0.0,0.0,0.3436944444444442
130,1,415,-414,0.0,0.0,0.34944444444444417
130,1,415,-414,0.0,0.0,0.35519444444444415
130,1,415,-414,0.0,0.0,0.3609444444444441
130,1,415,-414,0.0,0.0,0.3666944444444441
130,1,415,-414,0.0,0.0,0.3724444444444441
130,1,415,-414,0.0,0.0,0.37819444444444406
130,1,415,-414,0.0,0.0,0.38394444444444403
130,1,415,-414,0.0,0.0,0.389694444444444
130,1,415,-414,0.0,0.0,0.395444444444444
130,1,415,-414,0.0,0.0,0.40119444444444397
130,1,415,-414,0.0,0.0,0.40694444444444394
130,1,415,-414,0.0,0.0,0.4126944444444439
130,1,415,-414,0.0,0.0,0.4184444444444439
