time,load,engPwr,batPwr,landPwr,powerDeficit,charge
10,0,415,-415,0.0,0.0,0.2057638888888889
10,0,415,-415,0.0,0.0,0.21152777777777781
10,0,415,-415,0.0,0.0,0.21729166666666672
10,0,415,-415,0.0,0.0,0.22305555555555562
10,0,415,-415,0.0,0.0,0.22881944444444452
10,0,415,-415,0.0,0.0,0.23458333333333342
10,0,415,-415,0.0,0.0,0.24034722222222232
10,0,415,-415,0.0,0.0,0.24611111111111122
10,0,415,-415,0.0,0.0,0.2518750000000001
10,1,415,-414,0.0,0.0,0.2576250000000001
10,1,415,-414,0.0,0.0,0.2633750000000001
10,0,415,-415,0.0,0.0,0.269138888888889
10,0,415,-415,0.0,0.0,0.2749027777777779
10,1,415,-414,0.0,0.0,0.28065277777777786
10,1,415,-414,0.0,0.0,0.28640277777777784
10,1,415,-414,0.0,0.0,0.2921527777777778
10,1,415,-414,0.0,0.0,0.2979027777777778
10,1,415,-414,0.0,0.0,0.30365277777777777
10,1,415,-414,0.0,0.0,0.30940277777777775
10,1,415,-414,0.0,0.0,0.3151527777777777
10,1,415,-414,0.0,0.0,0.3209027777777777
10,1,415,-414,0.0,0.0,0.3266527777777777
10,1,415,-414,0.0,0.0,0.33240277777777766
10,1,415,-414,0.0,0.0,0.33815277777777764
10,1,415,-414,0.0,0.0,0.3439027777777776
10,1,415,-414,0.0,0.0,0.3496527777777776
10,1,415,-414,0.0,0.0,0.35540277777777757
10,1,415,-414,0.0,0.0,0.36115277777777754
10,1,415,-414,0.0,0.0,0.3669027777777775
10,1,415,-414,0.0,0.0,0.3726527777777775
10,1,415,-414,0.0,0.0,0.3784027777777775
10,1,415,-414,0.0,0.0,0.38415277777777745
10,1,415,-414,0.0,0.0,0.38990277777777743
10,1,415,-414,0.0,0.0,0.3956527777777774
10,1,415,-414,0.0,0.0,0.4014027777777774
10,1,415,-414,0.0,0.0,0.40715277777777736
10,1,415,-414,0.0,0.0,0.41290277777777734
10,1,415,-414,0.0,0.0,0.4186527777777773
10,0,415,-415,0.0,0.0,0.4244166666666662
10,1,415,-414,0.0,0.0,0.4301666666666662
10,0,415,-415,0.0,0.0,0.4359305555555551
10,1,415,-414,0.0,0.0,0.4416805555555551
10,0,415,-415,0.0,0.0,0.447444444444444
10,0,415,-415,0.0,0.0,0.4532083333333329
10,1,415,-414,0.0,0.0,0.45895833333333286
10,1,415,-414,0.0,0.0,0.46470833333333283
10,1,415,-414,0.0,0.0,0.4704583333333328
10,1,415,-414,0.0,0.0,0.4762083333333328
10,1,415,-414,0.0,0.0,0.48195833333333277
10,1,415,-414,0.0,0.0,0.48770833333333274
10,1,415,-414,0.0,0.0,0.4934583333333327
10,1,415,-414,0.0,0.0,0.4992083333333327
10,1,415,-414,0.0,0.0,0.5049583333333327
10,1,415,-414,0.0,0.0,0.5107083333333328
10,1,415,-414,0.0,0.0,0.5164583333333328
10,1,415,-414,0.0,0.0,0.5222083333333328
10,1,415,-414,0.0,0.0,0.5279583333333329
10,1,415,-414,0.0,0.0,0.5337083333333329
10,1,415,-414,0.0,0.0,0.5394583333333329
10,1,415,-414,0.0,0.0,0.545208333333333
10,1,415,-414,0.0,0.0,0.550958333333333
10,1,415,-414,0.0,0.0,0.556708333333333
10,1,415,-414,0.0,0.0,0.5624583333333331
10,1,415,-414,0.0,0.0,0.5682083333333331
10,1,415,-414,0.0,0.0,0.5739583333333331
10,1,415,-414,0.0,0.0,0.5797083333333332
10,1,415,-414,0.0,0.0,0.5854583333333332
10,1,415,-414,0.0,0.0,0.5912083333333332
10,1,415,-414,0.0,0.0,0.5969583333333333
10,1,415,-414,0.0,0.0,0.6027083333333333
10,1,415,-414,0.0,0.0,0.6084583333333333
10,1,415,-414,0.0,0.0,0.6142083333333334
