time,load,engPwr,batPwr,landPwr,powerDeficit,charge
120,2,415,-413,0.0,0.0,0.20573611111111112
120,2,415,-413,0.0,0.0,0.21147222222222223
120,1,415,-414,0.0,0.0,0.21722222222222223
120,1,415,-414,0.0,0.0,0.22297222222222224
120,1,415,-414,0.0,0.0,0.22872222222222224
120,2,415,-413,0.0,0.0,0.23445833333333335
120,2,415,-413,0.0,0.0,0.24019444444444446
120,1,415,-414,0.0,0.0,0.24594444444444447
120,1,415,-414,0.0,0.0,0.25169444444444444
120,1,415,-414,0.0,0.0,0.2574444444444444
120,1,415,-414,0.0,0.0,0.2631944444444444
120,1,415,-414,0.0,0.0,0.2689444444444444
120,1,415,-414,0.0,0.0,0.27469444444444435
120,1,415,-414,0.0,0.0,0.28044444444444433
120,1,415,-414,0.0,0.0,0.2861944444444443
120,1,415,-414,0.0,0.0,0.2919444444444443
120,1,415,-414,0.0,0.0,0.29769444444444426
120,1,415,-414,0.0,0.0,0.30344444444444424
120,1,415,-414,0.0,0.0,0.3091944444444442
120,1,415,-414,0.0,0.0,0.3149444444444442
120,1,415,-414,0.0,0.0,0.32069444444444417
120,1,415,-414,0.0,0.0,0.32644444444444415
120,1,415,-414,0.0,0.0,0.3321944444444441
120,1,415,-414,0.0,0.0,0.3379444444444441
120,1,415,-414,0.0,0.0,0.3436944444444441
120,1,415,-414,0.0,0.0,0.34944444444444406
120,1,415,-414,0.0,0.0,0.35519444444444404
120,1,415,-414,0.0,0.0,0.360944444444444
120,1,415,-414,0.0,0.0,0.366694444444444
120,1,415,-414,0.0,0.0,0.37244444444444397
120,1,415,-414,0.0,0.0,0.37819444444444394
120,1,415,-414,0.0,0.0,0.3839444444444439
120,1,415,-414,0.0,0.0,0.3896944444444439
120,1,415,-414,0.0,0.0,0.3954444444444439
120,1,415,-414,0.0,0.0,0.40119444444444385
120,1,415,-414,0.0,0.0,0.40694444444444383
120,1,415,-414,0.0,0.0,0.4126944444444438
120,1,415,-414,0.0,0.0,0.4184444444444438
