time,load,engPwr,batPwr,landPwr,powerDeficit,charge
70,252,415,-163,0.0,0.0,0.2874305555555556
70,249,415,-166,0.0,0.0,0.28973611111111114
70,249,415,-166,0.0,0.0,0.2920416666666667
70,456,415,41,0.0,0.0,0.29147222222222224
70,464,415,49,0.0,0.0,0.29079166666666667
70,463,415,48,0.0,0.0,0.290125
70,456,415,41,0.0,0.0,0.28955555555555557
70,454,415,39,0.0,0.0,0.2890138888888889
70,47,415,-368,0.0,0.0,0.294125
70,45,415,-370,0.0,0.0,0.29926388888888894
70,48,415,-367,0.0,0.0,0.30436111111111114
70,48,415,-367,0.0,0.0,0.30945833333333334
70,49,415,-366,0.0,0.0,0.31454166666666666
70,49,415,-366,0.0,0.0,0.319625
70,464,415,49,0.0,0.0,0.3189444444444444
70,468,415,53,0.0,0.0,0.3182083333333333
70,471,415,56,0.0,0.0,0.31743055555555555
70,472,415,57,0.0,0.0,0.31663888888888886
70,474,415,59,0.0,0.0,0.31581944444444443
70,481,415,66,0.0,0.0,0.31490277777777775
70,480,415,65,0.0,0.0,0.314
70,479,415,64,0.0,0.0,0.3131111111111111
70,487,415,72,0.0,0.0,0.3121111111111111
70,486,415,71,0.0,0.0,0.311125
70,483,415,68,0.0,0.0,0.3101805555555555
70,485,415,70,0.0,0.0,0.3092083333333333
70,480,415,65,0.0,0.0,0.30830555555555555
70,477,415,62,0.0,0.0,0.30744444444444446
70,473,415,58,0.0,0.0,0.3066388888888889
70,474,415,59,0.0,0.0,0.3058194444444445
70,471,415,56,0.0,0.0,0.3050416666666667
70,477,415,62,0.0,0.0,0.3041805555555556
70,480,415,65,0.0,0.0,0.30327777777777787
70,481,415,66,0.0,0.0,0.3023611111111112
70,480,415,65,0.0,0.0,0.30145833333333344
70,481,415,66,0.0,0.0,0.30054166666666676
70,477,415,62,0.0,0.0,0.29968055555555567
70,252,415,-163,0.0,0.0,0.30194444444444457
70,249,415,-166,0.0,0.0,0.30425000000000013
70,249,415,-166,0.0,0.0,0.3065555555555557
70,251,415,-164,0.0,0.0,0.30883333333333346
70,250,415,-165,0.0,0.0,0.31112500000000015
70,253,415,-162,0.0,0.0,0.3133750000000001
70,255,415,-160,0.0,0.0,0.31559722222222236
70,251,415,-164,0.0,0.0,0.31787500000000013
70,252,415,-163,0.0,0.0,0.32013888888888903
70,54,415,-361,0.0,0.0,0.3251527777777779
70,51,415,-364,0.0,0.0,0.33020833333333344
70,53,415,-362,0.0,0.0,0.33523611111111123
70,55,415,-360,0.0,0.0,0.34023611111111124
70,54,415,-361,0.0,0.0,0.3452500000000001
70,51,415,-364,0.0,0.0,0.35030555555555565
70,754,415,339,0.0,0.0,0.34559722222222233
70,747,415,332,0.0,0.0,0.3409861111111112
70,742,415,327,0.0,0.0,0.33644444444444455
70,739,415,324,0.0,0.0,0.33194444444444454
70,737,415,322,0.0,0.0,0.32747222222222233
70,747,415,332,0.0,0.0,0.3228611111111112
70,460,415,45,0.0,0.0,0.3222361111111112
70,465,415,50,0.0,0.0,0.3215416666666668
70,463,415,48,0.0,0.0,0.32087500000000013
70,464,415,49,0.0,0.0,0.32019444444444456
70,458,415,43,0.0,0.0,0.3195972222222223
70,751,415,336,0.0,0.0,0.31493055555555566
70,753,415,338,0.0,0.0,0.3102361111111112
70,754,415,339,0.0,0.0,0.3055277777777779
70,753,415,338,0.0,0.0,0.30083333333333345
70,752,415,337,0.0,0.0,0.2961527777777779
70,463,415,48,0.0,0.0,0.2954861111111112
70,459,415,44,0.0,0.0,0.2948750000000001
70,459,415,44,0.0,0.0,0.294263888888889
70,455,415,40,0.0,0.0,0.29370833333333346
70,448,415,33,0.0,0.0,0.2932500000000001
70,758,415,343,0.0,0.0,0.2884861111111112
70,761,415,346,0.0,0.0,0.28368055555555566
70,760,415,345,0.0,0.0,0.27888888888888896
70,759,415,344,0.0,0.0,0.2741111111111112
70,759,415,344,0.0,0.0,0.2693333333333334
70,751,415,336,0.0,0.0,0.26466666666666677
70,251,415,-164,0.0,0.0,0.26694444444444454
70,250,415,-165,0.0,0.0,0.26923611111111123
70,249,415,-166,0.0,0.0,0.2715416666666668
70,249,415,-166,0.0,0.0,0.27384722222222235
70,250,415,-165,0.0,0.0,0.27613888888888904
70,249,415,-166,0.0,0.0,0.2784444444444446
70,250,415,-165,0.0,0.0,0.2807361111111113
70,248,415,-167,0.0,0.0,0.2830555555555557
70,244,415,-171,0.0,0.0,0.28543055555555574
70,245,415,-170,0.0,0.0,0.28779166666666683
70,249,415,-166,0.0,0.0,0.2900972222222224
70,249,415,-166,0.0,0.0,0.29240277777777796
70,255,415,-160,0.0,0.0,0.2946250000000002
70,253,415,-162,0.0,0.0,0.29687500000000017
70,255,415,-160,0.0,0.0,0.2990972222222224
70,254,415,-161,0.0,0.0,0.3013333333333335
70,259,415,-156,0.0,0.0,0.30350000000000016
70,258,415,-157,0.0,0.0,0.30568055555555573
70,256,415,-159,0.0,0.0,0.30788888888888905
70,256,415,-159,0.0,0.0,0.31009722222222236
70,258,415,-157,0.0,0.0,0.31227777777777793
70,260,415,-155,0.0,0.0,0.3144305555555557
70,260,415,-155,0.0,0.0,0.3165833333333335
70,258,415,-157,0.0,0.0,0.31876388888888907
70,256,415,-159,0.0,0.0,0.3209722222222224
70,254,415,-161,0.0,0.0,0.3232083333333335
70,257,415,-158,0.0,0.0,0.32540277777777793
70,251,415,-164,0.0,0.0,0.3276805555555557
70,248,415,-167,0.0,0.0,0.3300000000000001
70,244,415,-171,0.0,0.0,0.33237500000000014
70,245,415,-170,0.0,0.0,0.33473611111111123
70,241,415,-174,0.0,0.0,0.3371527777777779
70,242,415,-173,0.0,0.0,0.33955555555555567
70,242,415,-173,0.0,0.0,0.3419583333333334
70,246,415,-169,0.0,0.0,0.34430555555555564
70,244,415,-171,0.0,0.0,0.34668055555555566
70,246,415,-169,0.0,0.0,0.3490277777777779
70,241,415,-174,0.0,0.0,0.35144444444444456
70,240,415,-175,0.0,0.0,0.3538750000000001
70,745,415,330,0.0,0.0,0.3492916666666668
70,743,415,328,0.0,0.0,0.34473611111111124
70,743,415,328,0.0,0.0,0.3401805555555557
70,754,415,339,0.0,0.0,0.3354722222222224
70,754,415,339,0.0,0.0,0.3307638888888891
70,761,415,346,0.0,0.0,0.3259583333333335
70,753,415,338,0.0,0.0,0.32126388888888907
70,743,415,328,0.0,0.0,0.31670833333333354
70,745,415,330,0.0,0.0,0.3121250000000002
70,741,415,326,0.0,0.0,0.3075972222222224
70,739,415,324,0.0,0.0,0.3030972222222224
70,733,415,318,0.0,0.0,0.2986805555555557
70,739,415,324,0.0,0.0,0.2941805555555557
70,743,415,328,0.0,0.0,0.2896250000000002
70,746,415,331,0.0,0.0,0.285027777777778
70,748,415,333,0.0,0.0,0.280402777777778
70,745,415,330,0.0,0.0,0.2758194444444447
70,741,415,326,0.0,0.0,0.2712916666666669
70,743,415,328,0.0,0.0,0.26673611111111134
70,745,415,330,0.0,0.0,0.262152777777778
70,456,415,41,0.0,0.0,0.26158333333333356
70,457,415,42,0.0,0.0,0.26100000000000023
70,458,415,43,0.0,0.0,0.260402777777778
70,462,415,47,0.0,0.0,0.2597500000000002
70,462,415,47,0.0,0.0,0.2590972222222224
70,254,415,-161,0.0,0.0,0.26133333333333353
70,252,415,-163,0.0,0.0,0.2635972222222224
70,252,415,-163,0.0,0.0,0.2658611111111113
70,251,415,-164,0.0,0.0,0.2681388888888891
70,249,415,-166,0.0,0.0,0.27044444444444465
70,251,415,-164,0.0,0.0,0.2727222222222224
70,248,415,-167,0.0,0.0,0.27504166666666685
70,244,415,-171,0.0,0.0,0.27741666666666687
70,248,415,-167,0.0,0.0,0.2797361111111113
70,49,415,-366,0.0,0.0,0.2848194444444446
70,50,415,-365,0.0,0.0,0.2898888888888891
70,48,415,-367,0.0,0.0,0.2949861111111113
70,50,415,-365,0.0,0.0,0.30005555555555574
70,48,415,-367,0.0,0.0,0.30515277777777794
70,49,415,-366,0.0,0.0,0.31023611111111127
70,0,415,-415,0.0,0.0,0.31600000000000017
70,0,415,-415,0.0,0.0,0.32176388888888907
70,0,415,-415,0.0,0.0,0.327527777777778
70,0,415,-415,0.0,0.0,0.3332916666666669
70,0,415,-415,0.0,0.0,0.3390555555555558
70,0,415,-415,0.0,0.0,0.3448194444444447
70,0,415,-415,0.0,0.0,0.3505833333333336
70,0,415,-415,0.0,0.0,0.3563472222222225
70,0,415,-415,0.0,0.0,0.3621111111111114
70,0,415,-415,0.0,0.0,0.3678750000000003
70,0,415,-415,0.0,0.0,0.3736388888888892
70,0,415,-415,75.0,0.0,0.38044444444444475
70,0,0,0,75.0,0.0,0.3814861111111114
70,0,0,0,75.0,0.0,0.3825277777777781
70,0,0,0,75.0,0.0,0.38356944444444474
70,0,0,0,75.0,0.0,0.3846111111111114
70,0,0,0,75.0,0.0,0.38565277777777807
70,0,0,0,75.0,0.0,0.38669444444444473
70,0,0,0,75.0,0.0,0.3877361111111114
70,47,0,47,0.0,0.0,0.3870833333333336
70,45,0,45,0.0,0.0,0.3864583333333336
70,46,0,46,0.0,0.0,0.3858194444444447
70,44,0,44,0.0,0.0,0.3852083333333336
70,45,0,45,0.0,0.0,0.3845833333333336
70,43,0,43,0.0,0.0,0.38398611111111136
70,41,0,41,0.0,0.0,0.3834166666666669
70,42,0,42,0.0,0.0,0.3828333333333336
70,41,0,41,0.0,0.0,0.3822638888888891
70,43,0,43,0.0,0.0,0.3816666666666669
70,41,0,41,0.0,0.0,0.3810972222222224
70,44,0,44,0.0,0.0,0.3804861111111113
70,45,0,45,0.0,0.0,0.3798611111111113
70,49,0,49,0.0,0.0,0.37918055555555574
70,47,0,47,0.0,0.0,0.37852777777777796
70,45,0,45,0.0,0.0,0.377902777777778
70,46,0,46,0.0,0.0,0.37726388888888907
70,44,0,44,0.0,0.0,0.37665277777777795
70,44,0,44,0.0,0.0,0.37604166666666683
70,47,0,47,0.0,0.0,0.37538888888888905
70,45,0,45,0.0,0.0,0.37476388888888906
70,44,0,44,0.0,0.0,0.37415277777777795
70,44,0,44,0.0,0.0,0.3735416666666668
70,44,0,44,0.0,0.0,0.3729305555555557
70,42,0,42,0.0,0.0,0.3723472222222224
70,40,0,40,0.0,0.0,0.37179166666666685
70,43,0,43,0.0,0.0,0.3711944444444446
70,41,0,41,0.0,0.0,0.37062500000000015
70,43,0,43,0.0,0.0,0.3700277777777779
70,48,0,48,0.0,0.0,0.36936111111111125
70,50,0,50,0.0,0.0,0.3686666666666668
70,49,0,49,0.0,0.0,0.36798611111111124
70,52,0,52,0.0,0.0,0.367263888888889
70,49,0,49,0.0,0.0,0.3665833333333334
70,50,0,50,0.0,0.0,0.365888888888889
70,0,0,0,0.0,0.0,0.365888888888889
70,0,0,0,0.0,0.0,0.365888888888889
70,0,0,0,0.0,0.0,0.365888888888889
70,0,0,0,0.0,0.0,0.365888888888889
70,0,0,0,0.0,0.0,0.365888888888889
70,0,0,0,0.0,0.0,0.365888888888889
70,0,0,0,0.0,0.0,0.365888888888889
70,0,0,0,0.0,0.0,0.365888888888889
70,0,0,0,0.0,0.0,0.365888888888889
70,0,0,0,0.0,0.0,0.365888888888889
70,0,0,0,0.0,0.0,0.365888888888889
70,0,0,0,75.0,0.0,0.36693055555555565
70,0,0,0,75.0,0.0,0.3679722222222223
70,0,0,0,75.0,0.0,0.369013888888889
70,0,0,0,75.0,0.0,0.37005555555555564
70,0,0,0,75.0,0.0,0.3710972222222223
70,0,0,0,75.0,0.0,0.37213888888888896
70,0,0,0,75.0,0.0,0.3731805555555556
70,0,0,0,75.0,0.0,0.3742222222222223
70,0,0,0,75.0,0.0,0.37526388888888895
70,0,0,0,75.0,0.0,0.3763055555555556
70,0,0,0,75.0,0.0,0.3773472222222223
70,0,0,0,75.0,0.0,0.37838888888888894
70,0,0,0,75.0,0.0,0.3794305555555556
70,0,0,0,75.0,0.0,0.38047222222222227
70,0,0,0,75.0,0.0,0.38151388888888893
70,0,0,0,75.0,0.0,0.3825555555555556
70,0,0,0,75.0,0.0,0.38359722222222226
70,0,0,0,75.0,0.0,0.3846388888888889
70,0,0,0,75.0,0.0,0.3856805555555556
70,0,0,0,75.0,0.0,0.38672222222222224
70,0,0,0,75.0,0.0,0.3877638888888889
70,0,0,0,75.0,0.0,0.38880555555555557
70,0,0,0,75.0,0.0,0.38984722222222223
70,0,0,0,75.0,0.0,0.3908888888888889
70,0,0,0,75.0,0.0,0.39193055555555556
70,0,0,0,75.0,0.0,0.3929722222222222
70,0,0,0,75.0,0.0,0.3940138888888889
70,0,0,0,75.0,0.0,0.39505555555555555
70,0,0,0,75.0,0.0,0.3960972222222222
70,0,0,0,75.0,0.0,0.3971388888888889
70,0,0,0,75.0,0.0,0.39818055555555554
70,0,0,0,75.0,0.0,0.3992222222222222
70,0,0,0,75.0,0.0,0.40026388888888886
70,0,0,0,75.0,0.0,0.4013055555555555
70,0,0,0,75.0,0.0,0.4023472222222222
70,0,0,0,75.0,0.0,0.40338888888888885
70,0,0,0,75.0,0.0,0.4044305555555555
70,0,0,0,75.0,0.0,0.4054722222222222
70,0,0,0,75.0,0.0,0.40651388888888884
70,0,0,0,75.0,0.0,0.4075555555555555
70,0,0,0,75.0,0.0,0.40859722222222217
70,0,0,0,75.0,0.0,0.40963888888888883
70,0,0,0,75.0,0.0,0.4106805555555555
70,0,0,0,75.0,0.0,0.41172222222222216
70,0,0,0,75.0,0.0,0.4127638888888888
70,0,0,0,75.0,0.0,0.4138055555555555
70,0,0,0,75.0,0.0,0.41484722222222215
70,0,0,0,75.0,0.0,0.4158888888888888
70,0,0,0,75.0,0.0,0.41693055555555547
70,0,0,0,75.0,0.0,0.41797222222222213
70,0,0,0,75.0,0.0,0.4190138888888888
70,0,0,0,75.0,0.0,0.42005555555555546
70,0,0,0,75.0,0.0,0.4210972222222221
70,0,0,0,75.0,0.0,0.4221388888888888
70,0,0,0,75.0,0.0,0.42318055555555545
70,0,0,0,75.0,0.0,0.4242222222222221
70,0,0,0,75.0,0.0,0.4252638888888888
70,0,0,0,75.0,0.0,0.42630555555555544
70,0,0,0,75.0,0.0,0.4273472222222221
70,0,0,0,75.0,0.0,0.42838888888888876
70,0,0,0,75.0,0.0,0.4294305555555554
70,0,0,0,75.0,0.0,0.4304722222222221
70,0,0,0,75.0,0.0,0.43151388888888875
70,0,0,0,75.0,0.0,0.4325555555555554
70,0,0,0,75.0,0.0,0.4335972222222221
70,0,0,0,75.0,0.0,0.43463888888888874
70,0,0,0,75.0,0.0,0.4356805555555554
70,0,0,0,75.0,0.0,0.43672222222222207
70,0,0,0,75.0,0.0,0.43776388888888873
70,0,0,0,75.0,0.0,0.4388055555555554
70,0,0,0,75.0,0.0,0.43984722222222206
70,0,0,0,75.0,0.0,0.4408888888888887
70,0,0,0,75.0,0.0,0.4419305555555554
70,0,0,0,75.0,0.0,0.44297222222222205
70,0,0,0,75.0,0.0,0.4440138888888887
70,0,0,0,75.0,0.0,0.44505555555555537
70,0,0,0,75.0,0.0,0.44609722222222203
70,0,0,0,75.0,0.0,0.4471388888888887
70,0,0,0,75.0,0.0,0.44818055555555536
70,0,0,0,75.0,0.0,0.449222222222222
70,0,0,0,75.0,0.0,0.4502638888888887
70,0,0,0,75.0,0.0,0.45130555555555535
70,0,0,0,75.0,0.0,0.452347222222222
70,0,0,0,75.0,0.0,0.4533888888888887
70,0,0,0,75.0,0.0,0.45443055555555534
70,0,0,0,75.0,0.0,0.455472222222222
70,0,0,0,75.0,0.0,0.45651388888888866
70,0,0,0,75.0,0.0,0.4575555555555553
70,0,0,0,75.0,0.0,0.458597222222222
70,0,0,0,75.0,0.0,0.45963888888888865
70,0,0,0,75.0,0.0,0.4606805555555553
70,0,0,0,75.0,0.0,0.461722222222222
70,0,0,0,75.0,0.0,0.46276388888888864
70,0,0,0,75.0,0.0,0.4638055555555553
70,0,0,0,75.0,0.0,0.46484722222222197
70,0,0,0,75.0,0.0,0.46588888888888863
70,0,0,0,75.0,0.0,0.4669305555555553
70,0,0,0,75.0,0.0,0.46797222222222196
70,0,0,0,75.0,0.0,0.4690138888888886
70,0,0,0,75.0,0.0,0.4700555555555553
70,0,0,0,75.0,0.0,0.47109722222222195
70,0,0,0,75.0,0.0,0.4721388888888886
70,0,0,0,75.0,0.0,0.47318055555555527
70,0,0,0,75.0,0.0,0.47422222222222193
70,0,0,0,75.0,0.0,0.4752638888888886
70,0,0,0,75.0,0.0,0.47630555555555526
70,0,0,0,75.0,0.0,0.4773472222222219
70,0,0,0,75.0,0.0,0.4783888888888886
70,0,0,0,75.0,0.0,0.47943055555555525
70,0,0,0,75.0,0.0,0.4804722222222219
70,0,0,0,75.0,0.0,0.4815138888888886
70,0,0,0,75.0,0.0,0.48255555555555524
70,0,0,0,75.0,0.0,0.4835972222222219
70,0,0,0,75.0,0.0,0.48463888888888856
70,0,0,0,75.0,0.0,0.4856805555555552
70,0,0,0,75.0,0.0,0.4867222222222219
70,0,0,0,75.0,0.0,0.48776388888888855
70,0,0,0,75.0,0.0,0.4888055555555552
70,0,0,0,75.0,0.0,0.4898472222222219
70,0,0,0,75.0,0.0,0.49088888888888854
70,0,0,0,75.0,0.0,0.4919305555555552
70,0,0,0,75.0,0.0,0.49297222222222187
70,0,0,0,75.0,0.0,0.49401388888888853
70,0,0,0,75.0,0.0,0.4950555555555552
70,0,0,0,75.0,0.0,0.49609722222222186
70,0,0,0,75.0,0.0,0.4971388888888885
70,0,0,0,75.0,0.0,0.4981805555555552
70,0,0,0,75.0,0.0,0.49922222222222185
70,0,0,0,75.0,0.0,0.5002638888888885
70,0,0,0,75.0,0.0,0.5013055555555552
70,0,0,0,75.0,0.0,0.502347222222222
70,0,0,0,75.0,0.0,0.5033888888888887
70,0,0,0,75.0,0.0,0.5044305555555554
70,0,0,0,75.0,0.0,0.5054722222222221
70,0,0,0,75.0,0.0,0.5065138888888888
70,0,0,0,75.0,0.0,0.5075555555555555
70,0,0,0,75.0,0.0,0.5085972222222223
70,0,0,0,75.0,0.0,0.509638888888889
70,0,0,0,75.0,0.0,0.5106805555555557
70,0,0,0,75.0,0.0,0.5117222222222224
70,0,0,0,75.0,0.0,0.5127638888888891
70,0,0,0,75.0,0.0,0.5138055555555558
70,0,0,0,75.0,0.0,0.5148472222222226
70,0,0,0,75.0,0.0,0.5158888888888893
70,0,0,0,75.0,0.0,0.516930555555556
70,0,0,0,75.0,0.0,0.5179722222222227
70,0,0,0,75.0,0.0,0.5190138888888894
70,0,0,0,75.0,0.0,0.5200555555555562
70,0,0,0,75.0,0.0,0.5210972222222229
70,0,0,0,75.0,0.0,0.5221388888888896
70,0,0,0,75.0,0.0,0.5231805555555563
70,0,0,0,75.0,0.0,0.524222222222223
70,0,0,0,75.0,0.0,0.5252638888888898
70,0,0,0,75.0,0.0,0.5263055555555565
70,0,0,0,75.0,0.0,0.5273472222222232
70,0,0,0,75.0,0.0,0.5283888888888899
70,0,0,0,75.0,0.0,0.5294305555555566
70,0,0,0,75.0,0.0,0.5304722222222233
70,0,0,0,75.0,0.0,0.5315138888888901
70,0,0,0,75.0,0.0,0.5325555555555568
70,0,0,0,75.0,0.0,0.5335972222222235
70,0,0,0,75.0,0.0,0.5346388888888902
70,0,0,0,75.0,0.0,0.5356805555555569
70,0,0,0,75.0,0.0,0.5367222222222237
70,0,0,0,75.0,0.0,0.5377638888888904
70,0,0,0,75.0,0.0,0.5388055555555571
70,0,0,0,75.0,0.0,0.5398472222222238
70,0,0,0,75.0,0.0,0.5408888888888905
70,0,0,0,75.0,0.0,0.5419305555555572
70,0,0,0,75.0,0.0,0.542972222222224
70,0,0,0,75.0,0.0,0.5440138888888907
70,0,0,0,75.0,0.0,0.5450555555555574
70,0,0,0,75.0,0.0,0.5460972222222241
70,0,0,0,75.0,0.0,0.5471388888888908
70,0,0,0,75.0,0.0,0.5481805555555576
70,0,0,0,75.0,0.0,0.5492222222222243
70,0,0,0,75.0,0.0,0.550263888888891
70,0,0,0,75.0,0.0,0.5513055555555577
70,0,0,0,75.0,0.0,0.5523472222222244
70,0,0,0,75.0,0.0,0.5533888888888912
70,0,0,0,75.0,0.0,0.5544305555555579
70,0,0,0,75.0,0.0,0.5554722222222246
70,0,0,0,75.0,0.0,0.5565138888888913
70,0,0,0,75.0,0.0,0.557555555555558
70,0,0,0,75.0,0.0,0.5585972222222247
70,0,0,0,75.0,0.0,0.5596388888888915
70,0,0,0,75.0,0.0,0.5606805555555582
70,0,0,0,75.0,0.0,0.5617222222222249
70,0,0,0,75.0,0.0,0.5627638888888916
70,0,0,0,75.0,0.0,0.5638055555555583
70,0,0,0,75.0,0.0,0.564847222222225
70,0,0,0,75.0,0.0,0.5658888888888918
70,0,0,0,75.0,0.0,0.5669305555555585
70,0,0,0,75.0,0.0,0.5679722222222252
70,0,0,0,75.0,0.0,0.5690138888888919
70,0,0,0,75.0,0.0,0.5700555555555586
70,0,0,0,75.0,0.0,0.5710972222222254
70,0,0,0,75.0,0.0,0.5721388888888921
70,0,0,0,75.0,0.0,0.5731805555555588
70,0,0,0,75.0,0.0,0.5742222222222255
70,0,0,0,75.0,0.0,0.5752638888888922
70,0,0,0,75.0,0.0,0.576305555555559
70,0,0,0,75.0,0.0,0.5773472222222257
70,0,0,0,75.0,0.0,0.5783888888888924
70,0,0,0,75.0,0.0,0.5794305555555591
70,0,0,0,75.0,0.0,0.5804722222222258
70,0,0,0,75.0,0.0,0.5815138888888925
70,0,0,0,75.0,0.0,0.5825555555555593
70,0,0,0,75.0,0.0,0.583597222222226
70,0,0,0,75.0,0.0,0.5846388888888927
70,0,0,0,75.0,0.0,0.5856805555555594
70,0,0,0,75.0,0.0,0.5867222222222261
70,0,0,0,75.0,0.0,0.5877638888888929
70,0,0,0,75.0,0.0,0.5888055555555596
70,0,0,0,75.0,0.0,0.5898472222222263
70,0,0,0,75.0,0.0,0.590888888888893
70,0,0,0,75.0,0.0,0.5919305555555597
70,0,0,0,75.0,0.0,0.5929722222222265
70,0,0,0,75.0,0.0,0.5940138888888932
70,0,0,0,75.0,0.0,0.5950555555555599
70,0,0,0,75.0,0.0,0.5960972222222266
70,0,0,0,75.0,0.0,0.5971388888888933
70,0,0,0,75.0,0.0,0.59818055555556
70,0,0,0,75.0,0.0,0.5992222222222268
70,0,0,0,75.0,0.0,0.6002638888888935
70,0,0,0,75.0,0.0,0.6013055555555602
70,0,0,0,75.0,0.0,0.6023472222222269
70,0,0,0,75.0,0.0,0.6033888888888936
70,0,0,0,75.0,0.0,0.6044305555555604
70,0,0,0,75.0,0.0,0.6054722222222271
70,0,0,0,75.0,0.0,0.6065138888888938
70,0,0,0,75.0,0.0,0.6075555555555605
70,0,0,0,75.0,0.0,0.6085972222222272
70,0,0,0,75.0,0.0,0.609638888888894
70,0,0,0,75.0,0.0,0.6106805555555607
70,0,0,0,75.0,0.0,0.6117222222222274
70,0,0,0,75.0,0.0,0.6127638888888941
70,0,0,0,75.0,0.0,0.6138055555555608
70,0,0,0,75.0,0.0,0.6148472222222275
70,0,0,0,75.0,0.0,0.6158888888888943
70,0,0,0,75.0,0.0,0.616930555555561
70,0,0,0,75.0,0.0,0.6179722222222277
70,0,0,0,75.0,0.0,0.6190138888888944
70,0,0,0,75.0,0.0,0.6200555555555611
70,0,0,0,75.0,0.0,0.6210972222222279
70,0,0,0,75.0,0.0,0.6221388888888946
70,0,0,0,75.0,0.0,0.6231805555555613
70,0,0,0,75.0,0.0,0.624222222222228
70,0,0,0,75.0,0.0,0.6252638888888947
70,0,0,0,75.0,0.0,0.6263055555555614
70,0,0,0,75.0,0.0,0.6273472222222282
70,0,0,0,75.0,0.0,0.6283888888888949
70,0,0,0,75.0,0.0,0.6294305555555616
70,0,0,0,75.0,0.0,0.6304722222222283
